# X 	 Y
1.500000000000000000e+08	-3.044863631000000126e+01
1.500500500500499904e+08	-3.042534159999999943e+01
1.501001001001000106e+08	-3.049667733000000069e+01
1.501501501501500010e+08	-3.041945008000000072e+01
1.502002002001999915e+08	-3.041161367999999854e+01
1.502502502502500117e+08	-3.037235770999999929e+01
1.503003003003000021e+08	-3.037616252999999844e+01
1.503503503503499925e+08	-3.037070565000000144e+01
1.504004004004000127e+08	-3.041971399999999903e+01
1.504504504504500031e+08	-3.038233505999999906e+01
1.505005005005010068e+08	-3.036358313999999936e+01
1.505505505505509973e+08	-3.028223175000000111e+01
1.506006006006009877e+08	-3.033149874000000068e+01
1.506506506506510079e+08	-3.036420577999999892e+01
1.507007007007009983e+08	-3.039612752000000029e+01
1.507507507507509887e+08	-3.042721009999999993e+01
1.508008008008010089e+08	-3.034114878999999831e+01
1.508508508508509994e+08	-3.030142470999999915e+01
1.509009009009009898e+08	-3.030374369000000101e+01
1.509509509509510100e+08	-3.035447304999999929e+01
1.510010010010010004e+08	-3.029808262999999968e+01
1.510510510510509908e+08	-3.038248705000000172e+01
1.511011011011010110e+08	-3.028031294000000173e+01
1.511511511511510015e+08	-3.026364810000000105e+01
1.512012012012009919e+08	-3.037322823999999954e+01
1.512512512512510121e+08	-3.029521069000000111e+01
1.513013013013010025e+08	-3.019801873000000114e+01
1.513513513513509929e+08	-3.027075881000000024e+01
1.514014014014010131e+08	-3.023180315999999834e+01
1.514514514514510036e+08	-3.018139061999999839e+01
1.515015015015020072e+08	-3.021320515000000029e+01
1.515515515515519977e+08	-3.023849295000000126e+01
1.516016016016019881e+08	-3.028107432999999915e+01
1.516516516516520083e+08	-3.015525023000000004e+01
1.517017017017019987e+08	-3.022909290999999854e+01
1.517517517517519891e+08	-3.018425330999999900e+01
1.518018018018020093e+08	-3.017514140000000111e+01
1.518518518518519998e+08	-3.013166134000000085e+01
1.519019019019019902e+08	-3.016655081000000038e+01
1.519519519519520104e+08	-3.016988365999999999e+01
1.520020020020020008e+08	-3.016421511000000066e+01
1.520520520520519912e+08	-3.023214079999999981e+01
1.521021021021020114e+08	-3.017325204000000127e+01
1.521521521521520019e+08	-3.016679287999999914e+01
1.522022022022019923e+08	-3.012462787000000120e+01
1.522522522522520125e+08	-3.007162751999999983e+01
1.523023023023020029e+08	-3.010713403999999827e+01
1.523523523523519933e+08	-3.009323602999999991e+01
1.524024024024020135e+08	-2.999423149000000066e+01
1.524524524524520040e+08	-3.008119645000000020e+01
1.525025025025030077e+08	-3.008113064000000136e+01
1.525525525525529981e+08	-3.012008608000000009e+01
1.526026026026029885e+08	-3.009101649000000123e+01
1.526526526526530087e+08	-2.999964183000000162e+01
1.527027027027029991e+08	-3.007469934999999950e+01
1.527527527527529895e+08	-3.011748564999999900e+01
1.528028028028030097e+08	-3.004704122000000055e+01
1.528528528528530002e+08	-3.001843968000000018e+01
1.529029029029029906e+08	-3.003747982999999877e+01
1.529529529529530108e+08	-2.999811915000000084e+01
1.530030030030030012e+08	-2.999712137999999939e+01
1.530530530530529916e+08	-2.990462945000000161e+01
1.531031031031030118e+08	-3.001007071000000082e+01
1.531531531531530023e+08	-2.993076854999999981e+01
1.532032032032029927e+08	-2.994569067999999845e+01
1.532532532532530129e+08	-3.002995510999999951e+01
1.533033033033030033e+08	-2.997712113000000045e+01
1.533533533533529937e+08	-2.993793971999999926e+01
1.534034034034030139e+08	-2.988201188000000030e+01
1.534534534534530044e+08	-2.984393392999999861e+01
1.535035035035040081e+08	-2.991001228000000012e+01
1.535535535535539985e+08	-2.992299923999999933e+01
1.536036036036039889e+08	-2.982759198999999839e+01
1.536536536536540091e+08	-2.984739172000000096e+01
1.537037037037039995e+08	-2.987950144999999935e+01
1.537537537537539899e+08	-2.979006194000000107e+01
1.538038038038040102e+08	-2.970456910000000050e+01
1.538538538538540006e+08	-2.977935332999999929e+01
1.539039039039039910e+08	-2.970017255999999861e+01
1.539539539539540112e+08	-2.979615593999999845e+01
1.540040040040040016e+08	-2.975355516999999850e+01
1.540540540540539920e+08	-2.973210260000000105e+01
1.541041041041040123e+08	-2.966827969999999937e+01
1.541541541541540027e+08	-2.978779790000000105e+01
1.542042042042039931e+08	-2.975413220000000081e+01
1.542542542542540133e+08	-2.962339904999999973e+01
1.543043043043040037e+08	-2.968326266000000047e+01
1.543543543543539941e+08	-2.967645991999999922e+01
1.544044044044040143e+08	-2.962797012000000052e+01
1.544544544544540048e+08	-2.959183644000000157e+01
1.545045045045050085e+08	-2.956019643999999857e+01
1.545545545545549989e+08	-2.964784321000000133e+01
1.546046046046049893e+08	-2.964592804000000115e+01
1.546546546546550095e+08	-2.952888314999999864e+01
1.547047047047049999e+08	-2.953209967000000091e+01
1.547547547547549903e+08	-2.934985289999999836e+01
1.548048048048050106e+08	-2.952624261000000061e+01
1.548548548548550010e+08	-2.946471421000000035e+01
1.549049049049049914e+08	-2.947164485000000056e+01
1.549549549549550116e+08	-2.932777974000000043e+01
1.550050050050050020e+08	-2.929652524999999841e+01
1.550550550550549924e+08	-2.927114208000000062e+01
1.551051051051050127e+08	-2.930453285999999835e+01
1.551551551551550031e+08	-2.921766325999999836e+01
1.552052052052049935e+08	-2.927872484999999969e+01
1.552552552552550137e+08	-2.922388094000000081e+01
1.553053053053050041e+08	-2.917328125999999955e+01
1.553553553553549945e+08	-2.917403214000000133e+01
1.554054054054050148e+08	-2.915391980000000061e+01
1.554554554554550052e+08	-2.910683982999999841e+01
1.555055055055060089e+08	-2.910148786999999970e+01
