# out of simlation
9.999999999999999547e-08 8.944444444444444926e-13 1.012206807356452604e-01
9.999999999999999547e-08 9.040404040404040732e-13 1.001481351444844514e-01
9.999999999999999547e-08 9.136363636363636538e-13 9.909418622540792920e-02
9.999999999999999547e-08 9.232323232323233353e-13 9.809153022878293327e-02
9.999999999999999547e-08 9.328282828282828149e-13 9.707987835814591016e-02
9.999999999999999547e-08 9.424242424242424965e-13 9.608106426773735387e-02
9.999999999999999547e-08 9.520202020202021780e-13 9.514472737698889682e-02
9.999999999999999547e-08 9.616161616161616576e-13 9.418985950092149950e-02
9.999999999999999547e-08 9.712121212121213392e-13 9.327657325146432310e-02
9.999999999999999547e-08 9.808080808080808187e-13 9.235994165319635907e-02
9.999999999999999547e-08 9.904040404040405003e-13 9.147977240781582364e-02
9.999999999999999547e-08 9.999999999999999799e-13 9.059603573658003839e-02

1.393939393939393812e-07 5.000000000000000152e-14 2.712833068295425587e+00
1.393939393939393812e-07 5.959595959595959471e-14 2.217585944689321575e+00
1.393939393939393812e-07 6.919191919191920052e-14 1.785898676588217659e+00
1.393939393939393812e-07 7.878787878787879371e-14 1.638232526384190368e+00
1.393939393939393812e-07 8.838383838383838691e-14 1.443479266863615385e+00
1.393939393939393812e-07 9.797979797979798010e-14 1.284909272050267726e+00
1.393939393939393812e-07 1.075757575757575859e-13 1.181531534072276513e+00
1.393939393939393812e-07 1.171717171717171791e-13 1.084660427017464013e+00
1.393939393939393812e-07 1.267676767676767849e-13 1.001219040745882971e+00
1.393939393939393812e-07 1.363636363636363655e-13 9.240857841901839453e-01
1.393939393939393812e-07 1.459595959595959461e-13 8.639218212504952144e-01
1.393939393939393812e-07 1.555555555555555771e-13 8.113058971520945573e-01
1.393939393939393812e-07 1.651515151515151577e-13 7.650078940239941616e-01
1.393939393939393812e-07 1.747474747474747382e-13 7.214758204477680348e-01
1.393939393939393812e-07 1.843434343434343693e-13 6.838660030049417138e-01
1.393939393939393812e-07 1.939393939393939499e-13 6.494373054087834163e-01
1.393939393939393812e-07 2.035353535353535304e-13 6.185541640806585528e-01
1.393939393939393812e-07 2.131313131313131615e-13 5.905903868192842188e-01
1.393939393939393812e-07 2.227272727272727421e-13 5.646977388678339205e-01
1.393939393939393812e-07 2.323232323232323226e-13 5.412611242313898341e-01
1.393939393939393812e-07 2.419191919191919032e-13 5.197620125229974741e-01
1.393939393939393812e-07 2.515151515151515343e-13 4.995176479921062951e-01
1.393939393939393812e-07 2.611111111111111148e-13 4.810991144711498912e-01
1.393939393939393812e-07 2.707070707070706954e-13 4.638726666022664480e-01
1.393939393939393812e-07 2.803030303030303265e-13 4.481036664645887124e-01
1.393939393939393812e-07 2.898989898989899070e-13 4.331183635549835653e-01
1.393939393939393812e-07 2.994949494949494876e-13 4.193752147146196929e-01
1.393939393939393812e-07 3.090909090909090682e-13 4.063587851584206101e-01
1.393939393939393812e-07 3.186868686868686992e-13 3.940719671871141250e-01
1.393939393939393812e-07 3.282828282828282798e-13 3.827241990984528441e-01
1.393939393939393812e-07 3.378787878787878604e-13 3.719166679928825880e-01
1.393939393939393812e-07 3.474747474747474914e-13 3.616085193900305250e-01
1.393939393939393812e-07 3.570707070707070720e-13 3.518970539236390138e-01
1.393939393939393812e-07 3.666666666666666526e-13 3.426598200412578898e-01
1.393939393939393812e-07 3.762626262626262836e-13 3.341219455117069859e-01
1.393939393939393812e-07 3.858585858585858642e-13 3.257929909191368822e-01
1.393939393939393812e-07 3.954545454545454448e-13 3.179375223719685395e-01
1.393939393939393812e-07 4.050505050505050758e-13 3.102244591525222250e-01
1.393939393939393812e-07 4.146464646464646564e-13 3.032715173682940524e-01
1.393939393939393812e-07 4.242424242424242370e-13 2.961778524010778568e-01
1.393939393939393812e-07 4.338383838383838175e-13 2.898702427514140978e-01
1.393939393939393812e-07 4.434343434343434486e-13 2.834939457359913484e-01
1.393939393939393812e-07 4.530303030303030291e-13 2.776215680815169451e-01
1.393939393939393812e-07 4.626262626262626602e-13 2.719041238328325782e-01
1.393939393939393812e-07 4.722222222222222408e-13 2.661927357323746191e-01
1.393939393939393812e-07 4.818181818181818213e-13 2.608505245610223122e-01
1.393939393939393812e-07 4.914141414141414019e-13 2.558947195740567393e-01
1.393939393939393812e-07 5.010101010101010835e-13 2.510211321026182274e-01
1.393939393939393812e-07 5.106060606060606640e-13 2.462439890806170928e-01
1.393939393939393812e-07 5.202020202020202446e-13 2.418011091412434754e-01
1.393939393939393812e-07 5.297979797979798252e-13 2.374426472171449476e-01
1.393939393939393812e-07 5.393939393939394057e-13 2.331770847591874973e-01
1.393939393939393812e-07 5.489898989898989863e-13 2.290358091005004759e-01
1.393939393939393812e-07 5.585858585858585669e-13 2.251387116280340328e-01
1.393939393939393812e-07 5.681818181818181474e-13 2.213802293183074199e-01
1.393939393939393812e-07 5.777777777777778290e-13 2.176424945434067004e-01
1.393939393939393812e-07 5.873737373737374096e-13 2.141923524719780147e-01
1.393939393939393812e-07 5.969696969696969901e-13 2.108083228500160777e-01
1.393939393939393812e-07 6.065656565656565707e-13 2.074811546895092007e-01
1.393939393939393812e-07 6.161616161616161513e-13 2.042403302722591574e-01
1.393939393939393812e-07 6.257575757575757318e-13 2.010455243318121088e-01
1.393939393939393812e-07 6.353535353535354134e-13 1.980635756674961334e-01
1.393939393939393812e-07 6.449494949494949939e-13 1.950330607878861533e-01
1.393939393939393812e-07 6.545454545454545745e-13 1.923324613881787770e-01
1.393939393939393812e-07 6.641414141414141551e-13 1.895291491288606800e-01
1.393939393939393812e-07 6.737373737373737357e-13 1.868446980097314691e-01
1.393939393939393812e-07 6.833333333333333162e-13 1.841379858467759034e-01
1.393939393939393812e-07 6.929292929292928968e-13 1.816461583311632932e-01
1.393939393939393812e-07 7.025252525252525783e-13 1.791700441789000620e-01
1.393939393939393812e-07 7.121212121212121589e-13 1.767481697389361728e-01
1.393939393939393812e-07 7.217171717171717395e-13 1.744826905580443288e-01
1.393939393939393812e-07 7.313131313131313200e-13 1.721767475794962476e-01
1.393939393939393812e-07 7.409090909090909006e-13 1.699069709438278675e-01
1.393939393939393812e-07 7.505050505050504812e-13 1.678023569708314289e-01
1.393939393939393812e-07 7.601010101010101627e-13 1.656195355176397210e-01
1.393939393939393812e-07 7.696969696969697433e-13 1.636008443506769272e-01
1.393939393939393812e-07 7.792929292929293239e-13 1.616124705988820076e-01
1.393939393939393812e-07 7.888888888888889044e-13 1.596603008990619410e-01
1.393939393939393812e-07 7.984848484848484850e-13 1.577462505047151353e-01
1.393939393939393812e-07 8.080808080808080656e-13 1.558688370251066491e-01
1.393939393939393812e-07 8.176767676767676461e-13 1.540236952107922053e-01
1.393939393939393812e-07 8.272727272727273277e-13 1.522040387145993934e-01
1.393939393939393812e-07 8.368686868686869083e-13 1.505329545868197838e-01
1.393939393939393812e-07 8.464646464646464888e-13 1.487824082890140398e-01
1.393939393939393812e-07 8.560606060606060694e-13 1.471662005794138195e-01
1.393939393939393812e-07 8.656565656565656500e-13 1.455633869979562067e-01
1.393939393939393812e-07 8.752525252525252305e-13 1.439136722745196217e-01
1.393939393939393812e-07 8.848484848484849121e-13 1.424081150248888428e-01
1.393939393939393812e-07 8.944444444444444926e-13 1.408178923416049944e-01
1.393939393939393812e-07 9.040404040404040732e-13 1.393345118070726807e-01
1.393939393939393812e-07 9.136363636363636538e-13 1.378733880030631742e-01
1.393939393939393812e-07 9.232323232323233353e-13 1.365192654556108554e-01
1.393939393939393812e-07 9.328282828282828149e-13 1.350463358845329920e-01
1.393939393939393812e-07 9.424242424242424965e-13 1.336822036876443298e-01
1.393939393939393812e-07 9.520202020202021780e-13 1.323993541309861077e-01
1.393939393939393812e-07 9.616161616161616576e-13 1.310589226026200316e-01
1.393939393939393812e-07 9.712121212121213392e-13 1.297537506857524836e-01
1.393939393939393812e-07 9.808080808080808187e-13 1.284679579015214901e-01
1.393939393939393812e-07 9.904040404040405003e-13 1.272714685995323114e-01
1.393939393939393812e-07 9.999999999999999799e-13 1.260777991228360650e-01

1.787878787878787670e-07 5.000000000000000152e-14 3.193794026804877006e+00
1.787878787878787670e-07 5.959595959595959471e-14 2.961218040829097564e+00
1.787878787878787670e-07 6.919191919191920052e-14 2.431773556181167084e+00
1.787878787878787670e-07 7.878787878787879371e-14 2.145724435716458434e+00
1.787878787878787670e-07 8.838383838383838691e-14 1.890732766757722727e+00
1.787878787878787670e-07 9.797979797979798010e-14 1.694444353021705041e+00
1.787878787878787670e-07 1.075757575757575859e-13 1.530621244686733329e+00
1.787878787878787670e-07 1.171717171717171791e-13 1.399602562505456227e+00
1.787878787878787670e-07 1.267676767676767849e-13 1.293121509853240703e+00
1.787878787878787670e-07 1.363636363636363655e-13 1.196244431779471595e+00
1.787878787878787670e-07 1.459595959595959461e-13 1.115831562070292771e+00
1.787878787878787670e-07 1.555555555555555771e-13 1.045367848167109814e+00
1.787878787878787670e-07 1.651515151515151577e-13 9.846079659233247794e-01
1.787878787878787670e-07 1.747474747474747382e-13 9.294809764075794289e-01
1.787878787878787670e-07 1.843434343434343693e-13 8.801892819086231112e-01
1.787878787878787670e-07 1.939393939393939499e-13 8.358085274633580974e-01
1.787878787878787670e-07 2.035353535353535304e-13 7.956659224581913437e-01
1.787878787878787670e-07 2.131313131313131615e-13 7.593811204351761379e-01
1.787878787878787670e-07 2.227272727272727421e-13 7.261264373778103520e-01
1.787878787878787670e-07 2.323232323232323226e-13 6.959231327043908788e-01
1.787878787878787670e-07 2.419191919191919032e-13 6.678786740574030878e-01
1.787878787878787670e-07 2.515151515151515343e-13 6.420351015446718046e-01
1.787878787878787670e-07 2.611111111111111148e-13 6.182581019563918590e-01
1.787878787878787670e-07 2.707070707070706954e-13 5.962554054818606231e-01
1.787878787878787670e-07 2.803030303030303265e-13 5.753511371654832507e-01
1.787878787878787670e-07 2.898989898989899070e-13 5.564250760714706256e-01
1.787878787878787670e-07 2.994949494949494876e-13 5.384673304814887596e-01
1.787878787878787670e-07 3.090909090909090682e-13 5.215919241794786387e-01
1.787878787878787670e-07 3.186868686868686992e-13 5.056528140229140655e-01
1.787878787878787670e-07 3.282828282828282798e-13 4.906420936592222337e-01
1.787878787878787670e-07 3.378787878787878604e-13 4.766669426419731792e-01
1.787878787878787670e-07 3.474747474747474914e-13 4.634752710944876064e-01
1.787878787878787670e-07 3.570707070707070720e-13 4.507952599424434603e-01
1.787878787878787670e-07 3.666666666666666526e-13 4.390357627033740773e-01
1.787878787878787670e-07 3.762626262626262836e-13 4.277210447543883243e-01
1.787878787878787670e-07 3.858585858585858642e-13 4.170844757068528641e-01
1.787878787878787670e-07 3.954545454545454448e-13 4.069592326325515153e-01
1.787878787878787670e-07 4.050505050505050758e-13 3.976764469469362684e-01
1.787878787878787670e-07 4.146464646464646564e-13 3.882844339204490347e-01
1.787878787878787670e-07 4.242424242424242370e-13 3.797230276289479955e-01
1.787878787878787670e-07 4.338383838383838175e-13 3.713836747717854103e-01
1.787878787878787670e-07 4.434343434343434486e-13 3.631007490340929511e-01
1.787878787878787670e-07 4.530303030303030291e-13 3.557150288733531007e-01
1.787878787878787670e-07 4.626262626262626602e-13 3.483554654099382253e-01
1.787878787878787670e-07 4.722222222222222408e-13 3.410504927493354099e-01
1.787878787878787670e-07 4.818181818181818213e-13 3.341994399297923968e-01
1.787878787878787670e-07 4.914141414141414019e-13 3.278998505998834689e-01
1.787878787878787670e-07 5.010101010101010835e-13 3.217831523193319110e-01
1.787878787878787670e-07 5.106060606060606640e-13 3.155328837963879973e-01
1.787878787878787670e-07 5.202020202020202446e-13 3.098524891760895961e-01
1.787878787878787670e-07 5.297979797979798252e-13 3.043313979223957744e-01
1.787878787878787670e-07 5.393939393939394057e-13 2.987781814712144879e-01
1.787878787878787670e-07 5.489898989898989863e-13 2.937416240796219546e-01
1.787878787878787670e-07 5.585858585858585669e-13 2.886750819555788383e-01
1.787878787878787670e-07 5.681818181818181474e-13 2.837713557873899339e-01
1.787878787878787670e-07 5.777777777777778290e-13 2.791465897542549923e-01
1.787878787878787670e-07 5.873737373737374096e-13 2.743765905830428120e-01
1.787878787878787670e-07 5.969696969696969901e-13 2.701862535548643640e-01
1.787878787878787670e-07 6.065656565656565707e-13 2.658509058974093953e-01
1.787878787878787670e-07 6.161616161616161513e-13 2.615605079504422226e-01
1.787878787878787670e-07 6.257575757575757318e-13 2.577841587818336389e-01
1.787878787878787670e-07 6.353535353535354134e-13 2.536547255892679931e-01
1.787878787878787670e-07 6.449494949494949939e-13 2.501002040166092621e-01
1.787878787878787670e-07 6.545454545454545745e-13 2.463250345433676824e-01
1.787878787878787670e-07 6.641414141414141551e-13 2.428572257002905854e-01
1.787878787878787670e-07 6.737373737373737357e-13 2.393326724904062675e-01
1.787878787878787670e-07 6.833333333333333162e-13 2.360607710240784640e-01
1.787878787878787670e-07 6.929292929292928968e-13 2.328037480341408061e-01
1.787878787878787670e-07 7.025252525252525783e-13 2.294803588083283441e-01
1.787878787878787670e-07 7.121212121212121589e-13 2.264885552637284361e-01
1.787878787878787670e-07 7.217171717171717395e-13 2.235265088101245357e-01
1.787878787878787670e-07 7.313131313131313200e-13 2.206059105429326872e-01
1.787878787878787670e-07 7.409090909090909006e-13 2.177284638562851649e-01
1.787878787878787670e-07 7.505050505050504812e-13 2.148874710613198347e-01
1.787878787878787670e-07 7.601010101010101627e-13 2.123220035090830349e-01
1.787878787878787670e-07 7.696969696969697433e-13 2.096986399837435788e-01
1.787878787878787670e-07 7.792929292929293239e-13 2.069947613164202227e-01
1.787878787878787670e-07 7.888888888888889044e-13 2.046280941243974194e-01
1.787878787878787670e-07 7.984848484848484850e-13 2.020071345418780751e-01
1.787878787878787670e-07 8.080808080808080656e-13 1.996221827133609905e-01
1.787878787878787670e-07 8.176767676767676461e-13 1.972666207448804387e-01
1.787878787878787670e-07 8.272727272727273277e-13 1.951436649641465071e-01
1.787878787878787670e-07 8.368686868686869083e-13 1.928669520436107343e-01
1.787878787878787670e-07 8.464646464646464888e-13 1.905512696004769690e-01
1.787878787878787670e-07 8.560606060606060694e-13 1.885921350802160223e-01
1.787878787878787670e-07 8.656565656565656500e-13 1.864080538722560076e-01
1.787878787878787670e-07 8.752525252525252305e-13 1.844322035275060279e-01
1.787878787878787670e-07 8.848484848484849121e-13 1.824371860583805516e-01
1.787878787878787670e-07 8.944444444444444926e-13 1.803945337509341718e-01
1.787878787878787670e-07 9.040404040404040732e-13 1.785017278184681255e-01
1.787878787878787670e-07 9.136363636363636538e-13 1.766316782339397706e-01
1.787878787878787670e-07 9.232323232323233353e-13 1.749254495490865646e-01
1.787878787878787670e-07 9.328282828282828149e-13 1.731364735622124285e-01
1.787878787878787670e-07 9.424242424242424965e-13 1.713525182607963937e-01
1.787878787878787670e-07 9.520202020202021780e-13 1.695441803659813729e-01
1.787878787878787670e-07 9.616161616161616576e-13 1.678530317769084124e-01
1.787878787878787670e-07 9.712121212121213392e-13 1.662840334090590344e-01
1.787878787878787670e-07 9.808080808080808187e-13 1.646997306633972424e-01
1.787878787878787670e-07 9.904040404040405003e-13 1.630717698837708673e-01
1.787878787878787670e-07 9.999999999999999799e-13 1.615464992322793447e-01

2.181818181818181792e-07 5.000000000000000152e-14 5.118636901449966636e+00
2.181818181818181792e-07 5.959595959595959471e-14 3.740018670112202681e+00
2.181818181818181792e-07 6.919191919191920052e-14 3.150187705025936591e+00
2.181818181818181792e-07 7.878787878787879371e-14 2.665020360742871741e+00
2.181818181818181792e-07 8.838383838383838691e-14 2.357752367947881567e+00
2.181818181818181792e-07 9.797979797979798010e-14 2.101129064951988479e+00
2.181818181818181792e-07 1.075757575757575859e-13 1.897835175533512775e+00
2.181818181818181792e-07 1.171717171717171791e-13 1.731298745556373975e+00
2.181818181818181792e-07 1.267676767676767849e-13 1.591612205052356455e+00
2.181818181818181792e-07 1.363636363636363655e-13 1.474106432398440525e+00
2.181818181818181792e-07 1.459595959595959461e-13 1.372880514593282975e+00
2.181818181818181792e-07 1.555555555555555771e-13 1.285033911573849608e+00
2.181818181818181792e-07 1.651515151515151577e-13 1.207975019079716050e+00
2.181818181818181792e-07 1.747474747474747382e-13 1.139647175122793454e+00
2.181818181818181792e-07 1.843434343434343693e-13 1.078495390574458757e+00
2.181818181818181792e-07 1.939393939393939499e-13 1.023981938500436284e+00
2.181818181818181792e-07 2.035353535353535304e-13 9.744604768695147579e-01
2.181818181818181792e-07 2.131313131313131615e-13 9.297087419079438364e-01
2.181818181818181792e-07 2.227272727272727421e-13 8.887647478984233018e-01
2.181818181818181792e-07 2.323232323232323226e-13 8.512789066870372068e-01
2.181818181818181792e-07 2.419191919191919032e-13 8.173518590487819369e-01
2.181818181818181792e-07 2.515151515151515343e-13 7.856332740288176630e-01
2.181818181818181792e-07 2.611111111111111148e-13 7.561941156169542655e-01
2.181818181818181792e-07 2.707070707070706954e-13 7.289002861131022026e-01
2.181818181818181792e-07 2.803030303030303265e-13 7.037910161884884941e-01
2.181818181818181792e-07 2.898989898989899070e-13 6.799863489534814232e-01
2.181818181818181792e-07 2.994949494949494876e-13 6.579896826163832424e-01
2.181818181818181792e-07 3.090909090909090682e-13 6.372853332062103915e-01
2.181818181818181792e-07 3.186868686868686992e-13 6.179249458788144134e-01
2.181818181818181792e-07 3.282828282828282798e-13 5.995022950414611307e-01
2.181818181818181792e-07 3.378787878787878604e-13 5.824292941821129777e-01
2.181818181818181792e-07 3.474747474747474914e-13 5.662950897577302412e-01
2.181818181818181792e-07 3.570707070707070720e-13 5.508173023190654494e-01
2.181818181818181792e-07 3.666666666666666526e-13 5.364298897296120305e-01
2.181818181818181792e-07 3.762626262626262836e-13 5.224701514674289227e-01
2.181818181818181792e-07 3.858585858585858642e-13 5.092197474612262242e-01
2.181818181818181792e-07 3.954545454545454448e-13 4.966866510559804770e-01
2.181818181818181792e-07 4.050505050505050758e-13 4.847791724859303319e-01
2.181818181818181792e-07 4.146464646464646564e-13 4.737380982945029739e-01
2.181818181818181792e-07 4.242424242424242370e-13 4.627126982529203292e-01
2.181818181818181792e-07 4.338383838383838175e-13 4.522710922709660131e-01
2.181818181818181792e-07 4.434343434343434486e-13 4.426137131857845186e-01
2.181818181818181792e-07 4.530303030303030291e-13 4.334343142809299887e-01
2.181818181818181792e-07 4.626262626262626602e-13 4.242254009670136106e-01
2.181818181818181792e-07 4.722222222222222408e-13 4.160007681347420161e-01
2.181818181818181792e-07 4.818181818181818213e-13 4.075787204302929179e-01
2.181818181818181792e-07 4.914141414141414019e-13 3.997445360154546767e-01
2.181818181818181792e-07 5.010101010101010835e-13 3.921874779034689729e-01
2.181818181818181792e-07 5.106060606060606640e-13 3.846442188094934544e-01
2.181818181818181792e-07 5.202020202020202446e-13 3.774899570796267922e-01
2.181818181818181792e-07 5.297979797979798252e-13 3.706211979229367404e-01
2.181818181818181792e-07 5.393939393939394057e-13 3.642607279319897695e-01
2.181818181818181792e-07 5.489898989898989863e-13 3.576635414581100791e-01
2.181818181818181792e-07 5.585858585858585669e-13 3.517806544775271549e-01
2.181818181818181792e-07 5.681818181818181474e-13 3.456822215070298743e-01
2.181818181818181792e-07 5.777777777777778290e-13 3.402451499943365265e-01
2.181818181818181792e-07 5.873737373737374096e-13 3.343811416908049616e-01
2.181818181818181792e-07 5.969696969696969901e-13 3.293850368062548051e-01
2.181818181818181792e-07 6.065656565656565707e-13 3.242137770727249735e-01
2.181818181818181792e-07 6.161616161616161513e-13 3.188597214517837619e-01
2.181818181818181792e-07 6.257575757575757318e-13 3.140668752885293902e-01
2.181818181818181792e-07 6.353535353535354134e-13 3.094311585037315959e-01
2.181818181818181792e-07 6.449494949494949939e-13 3.048199124427076745e-01
2.181818181818181792e-07 6.545454545454545745e-13 3.002347574745385939e-01
2.181818181818181792e-07 6.641414141414141551e-13 2.961153650035954765e-01
2.181818181818181792e-07 6.737373737373737357e-13 2.920022056570900637e-01
2.181818181818181792e-07 6.833333333333333162e-13 2.879258930388749471e-01
2.181818181818181792e-07 6.929292929292928968e-13 2.838941848562203663e-01
2.181818181818181792e-07 7.025252525252525783e-13 2.798957914061678265e-01
2.181818181818181792e-07 7.121212121212121589e-13 2.762869745094500562e-01
2.181818181818181792e-07 7.217171717171717395e-13 2.723562726729329420e-01
2.181818181818181792e-07 7.313131313131313200e-13 2.688227176433296006e-01
2.181818181818181792e-07 7.409090909090909006e-13 2.653120606617228594e-01
2.181818181818181792e-07 7.505050505050504812e-13 2.621775319093498369e-01
2.181818181818181792e-07 7.601010101010101627e-13 2.587395753914934482e-01
2.181818181818181792e-07 7.696969696969697433e-13 2.556337332450601685e-01
2.181818181818181792e-07 7.792929292929293239e-13 2.525608785274623957e-01
2.181818181818181792e-07 7.888888888888889044e-13 2.492248912207442602e-01
2.181818181818181792e-07 7.984848484848484850e-13 2.465185027211483637e-01
2.181818181818181792e-07 8.080808080808080656e-13 2.435539849648145905e-01
2.181818181818181792e-07 8.176767676767676461e-13 2.406034962948766232e-01
2.181818181818181792e-07 8.272727272727273277e-13 2.379582034299271287e-01
2.181818181818181792e-07 8.368686868686869083e-13 2.350908567682828409e-01
2.181818181818181792e-07 8.464646464646464888e-13 2.325099155710386445e-01
2.181818181818181792e-07 8.560606060606060694e-13 2.299386457790224270e-01
2.181818181818181792e-07 8.656565656565656500e-13 2.274077708595051983e-01
2.181818181818181792e-07 8.752525252525252305e-13 2.249074137126454431e-01
2.181818181818181792e-07 8.848484848484849121e-13 2.225297242028431155e-01
