# out of simlation
1.393939393939393812e-07 7.505050505050504812e-13 4.899956303255407214e+08
1.393939393939393812e-07 7.601010101010101627e-13 4.865595536209474802e+08
1.393939393939393812e-07 7.696969696969697433e-13 4.836498546242919564e+08
1.393939393939393812e-07 7.792929292929293239e-13 4.807401556276364326e+08
1.393939393939393812e-07 7.888888888888889044e-13 4.778304566309809685e+08
1.393939393939393812e-07 7.984848484848484850e-13 4.749207576343254447e+08
1.393939393939393812e-07 8.080808080808080656e-13 4.720110586376699209e+08
1.393939393939393812e-07 8.176767676767676461e-13 4.691013596410143971e+08
1.393939393939393812e-07 8.272727272727273277e-13 4.661916606443588734e+08
1.393939393939393812e-07 8.368686868686869083e-13 4.638083393556410670e+08
1.393939393939393812e-07 8.464646464646464888e-13 4.608986403589855433e+08
1.393939393939393812e-07 8.560606060606060694e-13 4.585153190702676773e+08
1.393939393939393812e-07 8.656565656565656500e-13 4.561319977815498114e+08
1.393939393939393812e-07 8.752525252525252305e-13 4.532222987848943472e+08
1.393939393939393812e-07 8.848484848484849121e-13 4.510290583351539969e+08
1.393939393939393812e-07 8.944444444444444926e-13 4.482070889564880729e+08
1.393939393939393812e-07 9.040404040404040732e-13 4.458237676677702665e+08
1.393939393939393812e-07 9.136363636363636538e-13 4.434404463790524602e+08
1.393939393939393812e-07 9.232323232323233353e-13 4.415835027982722521e+08
1.393939393939393812e-07 9.328282828282828149e-13 4.388053982286011577e+08
1.393939393939393812e-07 9.424242424242424965e-13 4.365682929698660374e+08
1.393939393939393812e-07 9.520202020202021780e-13 4.347113493890858889e+08
1.393939393939393812e-07 9.616161616161616576e-13 4.323280281003680229e+08
1.393939393939393812e-07 9.712121212121213392e-13 4.300763012386345863e+08
1.393939393939393812e-07 9.808080808080808187e-13 4.278391959798994660e+08
1.393939393939393812e-07 9.904040404040405003e-13 4.259822523991193175e+08
1.393939393939393812e-07 9.999999999999999799e-13 4.241253088183391094e+08

1.787878787878787670e-07 5.000000000000000152e-14 1.421377119712273359e+09
1.787878787878787670e-07 5.959595959595959471e-14 1.508697332817935467e+09
1.787878787878787670e-07 6.919191919191920052e-14 1.427781381825515270e+09
1.787878787878787670e-07 7.878787878787879371e-14 1.340753600779819012e+09
1.787878787878787670e-07 8.838383838383838691e-14 1.266271155106637001e+09
1.787878787878787670e-07 9.797979797979798010e-14 1.201936101914253712e+09
1.787878787878787670e-07 1.075757575757575859e-13 1.146023092048873186e+09
1.787878787878787670e-07 1.171717171717171791e-13 1.098005747802557945e+09
1.787878787878787670e-07 1.267676767676767849e-13 1.056889800171425819e+09
1.787878787878787670e-07 1.363636363636363655e-13 1.017703904136065006e+09
1.787878787878787670e-07 1.459595959595959461e-13 9.836940555620915890e+08
1.787878787878787670e-07 1.555555555555555771e-13 9.528132300297474861e+08
1.787878787878787670e-07 1.651515151515151577e-13 9.250321843330364227e+08
1.787878787878787670e-07 1.747474747474747382e-13 8.992104334380934238e+08
1.787878787878787670e-07 1.843434343434343693e-13 8.754064637569116354e+08
1.787878787878787670e-07 1.939393939393939499e-13 8.533570864355219603e+08
1.787878787878787670e-07 2.035353535353535304e-13 8.328722206349473000e+08
1.787878787878787670e-07 2.131313131313131615e-13 8.138495151341993809e+08
1.787878787878787670e-07 2.227272727272727421e-13 7.960111594763112068e+08
1.787878787878787670e-07 2.323232323232323226e-13 7.793863968672795296e+08
1.787878787878787670e-07 2.419191919191919032e-13 7.636535520411421061e+08
1.787878787878787670e-07 2.515151515151515343e-13 7.488418682038956881e+08
1.787878787878787670e-07 2.611111111111111148e-13 7.349074805465453863e+08
1.787878787878787670e-07 2.707070707070706954e-13 7.217480378481034040e+08
1.787878787878787670e-07 2.803030303030303265e-13 7.091003512546007633e+08
1.787878787878787670e-07 2.898989898989899070e-13 6.973153392379959822e+08
1.787878787878787670e-07 2.994949494949494876e-13 6.859982185173357725e+08
1.787878787878787670e-07 3.090909090909090682e-13 6.751928539016151428e+08
1.787878787878787670e-07 3.186868686868686992e-13 6.648407589788407087e+08
1.787878787878787670e-07 3.282828282828282798e-13 6.549419337490125895e+08
1.787878787878787670e-07 3.378787878787878604e-13 6.455402430211256742e+08
1.787878787878787670e-07 3.474747474747474914e-13 6.365333355741919279e+08
1.787878787878787670e-07 3.570707070707070720e-13 6.278042385842254162e+08
1.787878787878787670e-07 3.666666666666666526e-13 6.195284112872052193e+08
1.787878787878787670e-07 3.762626262626262836e-13 6.115011512411556244e+08
1.787878787878787670e-07 3.858585858585858642e-13 6.038248096670643091e+08
1.787878787878787670e-07 3.954545454545454448e-13 5.964262785499402285e+08
1.787878787878787670e-07 4.050505050505050758e-13 5.894810171257625818e+08
1.787878787878787670e-07 4.146464646464646564e-13 5.824918908925900459e+08
1.787878787878787670e-07 4.242424242424242370e-13 5.759706559553620815e+08
1.787878787878787670e-07 4.338383838383838175e-13 5.695810154451185465e+08
1.787878787878787670e-07 4.434343434343434486e-13 5.632059965378732681e+08
1.787878787878787670e-07 4.530303030303030291e-13 5.573865985445622206e+08
1.787878787878787670e-07 4.626262626262626602e-13 5.515672005512511730e+08
1.787878787878787670e-07 4.722222222222222408e-13 5.457478025579401255e+08
1.787878787878787670e-07 4.818181818181818213e-13 5.402208366245945692e+08
1.787878787878787670e-07 4.914141414141414019e-13 5.350594107662056088e+08
1.787878787878787670e-07 5.010101010101010835e-13 5.300295793348010778e+08
1.787878787878787670e-07 5.106060606060606640e-13 5.248242886674172878e+08
1.787878787878787670e-07 5.202020202020202446e-13 5.200576460899816155e+08
1.787878787878787670e-07 5.297979797979798252e-13 5.153933547335337996e+08
1.787878787878787670e-07 5.393939393939394057e-13 5.106267121560981870e+08
1.787878787878787670e-07 5.489898989898989863e-13 5.063133392716088295e+08
1.787878787878787670e-07 5.585858585858585669e-13 5.018976151661316156e+08
1.787878787878787670e-07 5.681818181818181474e-13 4.975842422816423178e+08
1.787878787878787670e-07 5.777777777777778290e-13 4.935194366481235027e+08
1.787878787878787670e-07 5.873737373737374096e-13 4.892060637636342049e+08
1.787878787878787670e-07 5.969696969696969901e-13 4.854921766020738482e+08
1.787878787878787670e-07 6.065656565656565707e-13 4.815297221895429492e+08
1.787878787878787670e-07 6.161616161616161513e-13 4.775672677770121694e+08
1.787878787878787670e-07 6.257575757575757318e-13 4.741604342784154415e+08
1.787878787878787670e-07 6.353535353535354134e-13 4.702418446748793721e+08
1.787878787878787670e-07 6.449494949494949939e-13 4.669812272062653899e+08
1.787878787878787670e-07 6.545454545454545745e-13 4.633696912656929493e+08
1.787878787878787670e-07 6.641414141414141551e-13 4.601090737970789671e+08
1.787878787878787670e-07 6.737373737373737357e-13 4.567022402984823585e+08
1.787878787878787670e-07 6.833333333333333162e-13 4.535878388598510623e+08
1.787878787878787670e-07 6.929292929292928968e-13 4.504295726122249365e+08
1.787878787878787670e-07 7.025252525252525783e-13 4.471104687316179276e+08
1.787878787878787670e-07 7.121212121212121589e-13 4.442007697349624038e+08
1.787878787878787670e-07 7.217171717171717395e-13 4.412910707383068800e+08
1.787878787878787670e-07 7.313131313131313200e-13 4.383813717416513562e+08
1.787878787878787670e-07 7.409090909090909006e-13 4.354716727449958324e+08
1.787878787878787670e-07 7.505050505050504812e-13 4.325619737483403087e+08
1.787878787878787670e-07 7.601010101010101627e-13 4.300616796356363297e+08
1.787878787878787670e-07 7.696969696969697433e-13 4.274005478899514079e+08
1.787878787878787670e-07 7.792929292929293239e-13 4.244908488932958841e+08
1.787878787878787670e-07 7.888888888888889044e-13 4.221952572225676179e+08
1.787878787878787670e-07 7.984848484848484850e-13 4.192855582259120941e+08
1.787878787878787670e-07 8.080808080808080656e-13 4.167852641132081747e+08
1.787878787878787670e-07 8.176767676767676461e-13 4.142849700005041957e+08
1.787878787878787670e-07 8.272727272727273277e-13 4.121940807717517018e+08
1.787878787878787670e-07 8.368686868686869083e-13 4.096937866590477228e+08
1.787878787878787670e-07 8.464646464646464888e-13 4.070911413253558874e+08
1.787878787878787670e-07 8.560606060606060694e-13 4.051464681265860796e+08
1.787878787878787670e-07 8.656565656565656500e-13 4.026461740138821006e+08
1.787878787878787670e-07 8.752525252525252305e-13 4.005552847851296067e+08
1.787878787878787670e-07 8.848484848484849121e-13 3.983620443353893161e+08
1.787878787878787670e-07 8.944444444444444926e-13 3.960079662526679635e+08
1.787878787878787670e-07 9.040404040404040732e-13 3.939170770239155293e+08
1.787878787878787670e-07 9.136363636363636538e-13 3.918261877951630354e+08
1.787878787878787670e-07 9.232323232323233353e-13 3.901008386413673162e+08
1.787878787878787670e-07 9.328282828282828149e-13 3.880976790306044817e+08
1.787878787878787670e-07 9.424242424242424965e-13 3.860067898018520474e+08
1.787878787878787670e-07 9.520202020202021780e-13 3.838135493521116972e+08
1.787878787878787670e-07 9.616161616161616576e-13 3.818688761533419490e+08
1.787878787878787670e-07 9.712121212121213392e-13 3.801873918085409999e+08
1.787878787878787670e-07 9.808080808080808187e-13 3.784620426547452807e+08
1.787878787878787670e-07 9.904040404040405003e-13 3.764588830439824462e+08
1.787878787878787670e-07 9.999999999999999799e-13 3.747773986991814971e+08

2.181818181818181792e-07 5.000000000000000152e-14 1.498754642779112816e+09
2.181818181818181792e-07 5.959595959595959471e-14 1.393449857985580206e+09
2.181818181818181792e-07 6.919191919191920052e-14 1.295221929043209553e+09
2.181818181818181792e-07 7.878787878787879371e-14 1.215037058200702667e+09
2.181818181818181792e-07 8.838383838383838691e-14 1.145642930370918274e+09
2.181818181818181792e-07 9.797979797979798010e-14 1.088443219441690207e+09
2.181818181818181792e-07 1.075757575757575859e-13 1.038378850775617242e+09
2.181818181818181792e-07 1.171717171717171791e-13 9.951866355187308788e+08
2.181818181818181792e-07 1.267676767676767849e-13 9.561761987193492651e+08
2.181818181818181792e-07 1.363636363636363655e-13 9.219031612914069891e+08
2.181818181818181792e-07 1.459595959595959461e-13 8.910077141560645103e+08
2.181818181818181792e-07 1.555555555555555771e-13 8.630512092233743668e+08
2.181818181818181792e-07 1.651515151515151577e-13 8.375803768003898859e+08
2.181818181818181792e-07 1.747474747474747382e-13 8.142004336061577797e+08
2.181818181818181792e-07 1.843434343434343693e-13 7.926043259777146578e+08
2.181818181818181792e-07 1.939393939393939499e-13 7.727335675030671358e+08
2.181818181818181792e-07 2.035353535353535304e-13 7.541933749012621641e+08
2.181818181818181792e-07 2.131313131313131615e-13 7.369691265693012476e+08
2.181818181818181792e-07 2.227272727272727421e-13 7.208268768592123985e+08
2.181818181818181792e-07 2.323232323232323226e-13 7.056935177560040951e+08
2.181818181818181792e-07 2.419191919191919032e-13 6.916129140686711073e+08
2.181818181818181792e-07 2.515151515151515343e-13 6.782195257222566605e+08
2.181818181818181792e-07 2.611111111111111148e-13 6.655425959227576256e+08
2.181818181818181792e-07 2.707070707070706954e-13 6.535528814641770124e+08
2.181818181818181792e-07 2.803030303030303265e-13 6.422650039495134354e+08
2.181818181818181792e-07 2.898989898989899070e-13 6.314303961277961731e+08
2.181818181818181792e-07 2.994949494949494876e-13 6.211952740290079117e+08
2.181818181818181792e-07 3.090909090909090682e-13 6.114134216231659651e+08
2.181818181818181792e-07 3.186868686868686992e-13 6.020994605132685900e+08
2.181818181818181792e-07 3.282828282828282798e-13 5.931364178753298521e+08
2.181818181818181792e-07 3.378787878787878604e-13 5.846412665333355665e+08
2.181818181818181792e-07 3.474747474747474914e-13 5.764970336632996798e+08
2.181818181818181792e-07 3.570707070707070720e-13 5.686159896472327709e+08
2.181818181818181792e-07 3.666666666666666526e-13 5.611297289121191502e+08
2.181818181818181792e-07 3.762626262626262836e-13 5.538335490159829855e+08
2.181818181818181792e-07 3.858585858585858642e-13 5.468151795768136978e+08
2.181818181818181792e-07 3.954545454545454448e-13 5.400746205946118832e+08
2.181818181818181792e-07 4.050505050505050758e-13 5.335826288633804321e+08
2.181818181818181792e-07 4.146464646464646564e-13 5.274123123981109262e+08
2.181818181818181792e-07 4.242424242424242370e-13 5.213004823448345065e+08
2.181818181818181792e-07 4.338383838383838175e-13 5.154225979395303726e+08
2.181818181818181792e-07 4.434343434343434486e-13 5.098371455941916704e+08
2.181818181818181792e-07 4.530303030303030291e-13 5.044563956908286810e+08
2.181818181818181792e-07 4.626262626262626602e-13 4.991048889934622645e+08
2.181818181818181792e-07 4.722222222222222408e-13 4.941335439740508199e+08
2.181818181818181792e-07 4.818181818181818213e-13 4.891183341456445456e+08
2.181818181818181792e-07 4.914141414141414019e-13 4.843516915682088733e+08
2.181818181818181792e-07 5.010101010101010835e-13 4.797166434177576303e+08
2.181818181818181792e-07 5.106060606060606640e-13 4.750962168703047037e+08
2.181818181818181792e-07 5.202020202020202446e-13 4.706512495588309169e+08
2.181818181818181792e-07 5.297979797979798252e-13 4.663378766743415594e+08
2.181818181818181792e-07 5.393939393939394057e-13 4.622584494378245473e+08
2.181818181818181792e-07 5.489898989898989863e-13 4.580766709803196192e+08
2.181818181818181792e-07 5.585858585858585669e-13 4.542311893917748928e+08
2.181818181818181792e-07 5.681818181818181474e-13 4.502833565822422504e+08
2.181818181818181792e-07 5.777777777777778290e-13 4.466718206416698694e+08
2.181818181818181792e-07 5.873737373737374096e-13 4.428263390531251431e+08
2.181818181818181792e-07 5.969696969696969901e-13 4.394487487605249882e+08
2.181818181818181792e-07 6.065656565656565707e-13 4.359688072469369769e+08
2.181818181818181792e-07 6.161616161616161513e-13 4.323572713063645363e+08
2.181818181818181792e-07 6.257575757575757318e-13 4.290674106317540407e+08
2.181818181818181792e-07 6.353535353535354134e-13 4.258652795751331449e+08
2.181818181818181792e-07 6.449494949494949939e-13 4.226631485185122490e+08
2.181818181818181792e-07 6.545454545454545745e-13 4.194610174618913531e+08
2.181818181818181792e-07 6.641414141414141551e-13 4.165513184652358890e+08
2.181818181818181792e-07 6.737373737373737357e-13 4.136416194685803652e+08
2.181818181818181792e-07 6.833333333333333162e-13 4.107319204719248414e+08
2.181818181818181792e-07 6.929292929292928968e-13 4.078222214752693176e+08
2.181818181818181792e-07 7.025252525252525783e-13 4.049125224786137938e+08
2.181818181818181792e-07 7.121212121212121589e-13 4.022952555419236422e+08
2.181818181818181792e-07 7.217171717171717395e-13 3.993855565452681184e+08
2.181818181818181792e-07 7.313131313131313200e-13 3.967682896085779667e+08
2.181818181818181792e-07 7.409090909090909006e-13 3.941510226718878150e+08
2.181818181818181792e-07 7.505050505050504812e-13 3.918261877951630354e+08
2.181818181818181792e-07 7.601010101010101627e-13 3.892089208584728837e+08
2.181818181818181792e-07 7.696969696969697433e-13 3.868694643787498474e+08
2.181818181818181792e-07 7.792929292929293239e-13 3.845446295020251870e+08
2.181818181818181792e-07 7.888888888888889044e-13 3.819273625653350353e+08
2.181818181818181792e-07 7.984848484848484850e-13 3.798949597485756278e+08
2.181818181818181792e-07 8.080808080808080656e-13 3.775701248718508482e+08
2.181818181818181792e-07 8.176767676767676461e-13 3.752306683921278715e+08
2.181818181818181792e-07 8.272727272727273277e-13 3.731982655753684640e+08
2.181818181818181792e-07 8.368686868686869083e-13 3.708734306986436844e+08
2.181818181818181792e-07 8.464646464646464888e-13 3.688410278818842769e+08
2.181818181818181792e-07 8.560606060606060694e-13 3.667940034621266723e+08
2.181818181818181792e-07 8.656565656565656500e-13 3.647616006453672647e+08
2.181818181818181792e-07 8.752525252525252305e-13 3.627291978286078572e+08
2.181818181818181792e-07 8.848484848484849121e-13 3.608283894388329387e+08
