# out of simlation
1.393939393939393812e-07 8.272727272727273277e-13 5.739591483925260418e-01
1.393939393939393812e-07 8.368686868686869083e-13 5.676419964601120416e-01
1.393939393939393812e-07 8.464646464646464888e-13 5.610333059536015687e-01
1.393939393939393812e-07 8.560606060606060694e-13 5.549255701435499288e-01
1.393939393939393812e-07 8.656565656565656500e-13 5.488693346838396936e-01
1.393939393939393812e-07 8.752525252525252305e-13 5.426442281286681935e-01
1.393939393939393812e-07 8.848484848484849121e-13 5.369546188189303626e-01
1.393939393939393812e-07 8.944444444444444926e-13 5.309543935109257706e-01
1.393939393939393812e-07 9.040404040404040732e-13 5.253526672133376207e-01
1.393939393939393812e-07 9.136363636363636538e-13 5.198357041565453418e-01
1.393939393939393812e-07 9.232323232323233353e-13 5.147169269530409430e-01
1.393939393939393812e-07 9.328282828282828149e-13 5.091616672611651850e-01
1.393939393939393812e-07 9.424242424242424965e-13 5.040111597608396554e-01
1.393939393939393812e-07 9.520202020202021780e-13 4.991636806735119669e-01
1.393939393939393812e-07 9.616161616161616576e-13 4.941056218430665004e-01
1.393939393939393812e-07 9.712121212121213392e-13 4.891796205986144175e-01
1.393939393939393812e-07 9.808080808080808187e-13 4.843270888243674799e-01
1.393939393939393812e-07 9.904040404040405003e-13 4.798080544238209066e-01
1.393939393939393812e-07 9.999999999999999799e-13 4.753001229299854136e-01

1.787878787878787670e-07 5.000000000000000152e-14 1.443836402851546019e+01
1.787878787878787670e-07 5.959595959595959471e-14 1.565698287649625442e+01
1.787878787878787670e-07 6.919191919191920052e-14 1.133916936698693512e+01
1.787878787878787670e-07 7.878787878787879371e-14 9.625075331331295558e+00
1.787878787878787670e-07 8.838383838383838691e-14 8.146083440746975768e+00
1.787878787878787670e-07 9.797979797979798010e-14 7.113916588747576597e+00
1.787878787878787670e-07 1.075757575757575859e-13 6.297187130690831580e+00
1.787878787878787670e-07 1.171717171717171791e-13 5.675291808836508523e+00
1.787878787878787670e-07 1.267676767676767849e-13 5.186584270586823919e+00
1.787878787878787670e-07 1.363636363636363655e-13 4.755351316271663187e+00
1.787878787878787670e-07 1.459595959595959461e-13 4.404914551000707945e+00
1.787878787878787670e-07 1.555555555555555771e-13 4.103222563659080890e+00
1.787878787878787670e-07 1.651515151515151577e-13 3.846968759824804351e+00
1.787878787878787670e-07 1.747474747474747382e-13 3.617219275198472861e+00
1.787878787878787670e-07 1.843434343434343693e-13 3.413948685299357244e+00
1.787878787878787670e-07 1.939393939393939499e-13 3.232569456207287306e+00
1.787878787878787670e-07 2.035353535353535304e-13 3.069771091074187996e+00
1.787878787878787670e-07 2.131313131313131615e-13 2.923594638845083082e+00
1.787878787878787670e-07 2.227272727272727421e-13 2.790398945442741141e+00
1.787878787878787670e-07 2.323232323232323226e-13 2.670036329954275978e+00
1.787878787878787670e-07 2.419191919191919032e-13 2.558774738400542592e+00
1.787878787878787670e-07 2.515151515151515343e-13 2.456650005491695765e+00
1.787878787878787670e-07 2.611111111111111148e-13 2.363021795402692415e+00
1.787878787878787670e-07 2.707070707070706954e-13 2.276649935225266486e+00
1.787878787878787670e-07 2.803030303030303265e-13 2.194822097598051247e+00
1.787878787878787670e-07 2.898989898989899070e-13 2.120925269450349759e+00
1.787878787878787670e-07 2.994949494949494876e-13 2.050968093801737169e+00
1.787878787878787670e-07 3.090909090909090682e-13 1.985364134368688749e+00
1.787878787878787670e-07 3.186868686868686992e-13 1.923518004229667122e+00
1.787878787878787670e-07 3.282828282828282798e-13 1.865374795822884124e+00
1.787878787878787670e-07 3.378787878787878604e-13 1.811327721186414275e+00
1.787878787878787670e-07 3.474747474747474914e-13 1.760383642619124389e+00
1.787878787878787670e-07 3.570707070707070720e-13 1.711481637450764204e+00
1.787878787878787670e-07 3.666666666666666526e-13 1.666183965966459901e+00
1.787878787878787670e-07 3.762626262626262836e-13 1.622649433619781867e+00
1.787878787878787670e-07 3.858585858585858642e-13 1.581766031091171865e+00
1.787878787878787670e-07 3.954545454545454448e-13 1.542885337991318773e+00
1.787878787878787670e-07 4.050505050505050758e-13 1.507264148428543393e+00
1.787878787878787670e-07 4.146464646464646564e-13 1.471264206086805748e+00
1.787878787878787670e-07 4.242424242424242370e-13 1.438463929425110699e+00
1.787878787878787670e-07 4.338383838383838175e-13 1.406540526205311004e+00
1.787878787878787670e-07 4.434343434343434486e-13 1.374864332114808629e+00
1.787878787878787670e-07 4.530303030303030291e-13 1.346620652785005090e+00
1.787878787878787670e-07 4.626262626262626602e-13 1.318502592602734058e+00
1.787878787878787670e-07 4.722222222222222408e-13 1.290618269757753733e+00
1.787878787878787670e-07 4.818181818181818213e-13 1.264474558950032135e+00
1.787878787878787670e-07 4.914141414141414019e-13 1.240437487866313804e+00
1.787878787878787670e-07 5.010101010101010835e-13 1.217108574537832499e+00
1.787878787878787670e-07 5.106060606060606640e-13 1.193298866926375990e+00
1.787878787878787670e-07 5.202020202020202446e-13 1.171653925302572175e+00
1.787878787878787670e-07 5.297979797979798252e-13 1.150625306402192960e+00
1.787878787878787670e-07 5.393939393939394057e-13 1.129494930076831549e+00
1.787878787878787670e-07 5.489898989898989863e-13 1.110320036802788346e+00
1.787878787878787670e-07 5.585858585858585669e-13 1.091049444908981592e+00
1.787878787878787670e-07 5.681818181818181474e-13 1.072404556551090682e+00
1.787878787878787670e-07 5.777777777777778290e-13 1.054818139288254519e+00
1.787878787878787670e-07 5.873737373737374096e-13 1.036702925606098669e+00
1.787878787878787670e-07 5.969696969696969901e-13 1.020770023165090246e+00
1.787878787878787670e-07 6.065656565656565707e-13 1.004307605401317138e+00
1.787878787878787670e-07 6.161616161616161513e-13 9.880236549035119609e-01
1.787878787878787670e-07 6.257575757575757318e-13 9.736734868309337987e-01
1.787878787878787670e-07 6.353535353535354134e-13 9.580138087364524768e-01
1.787878787878787670e-07 6.449494949494949939e-13 9.445133547433459675e-01
1.787878787878787670e-07 6.545454545454545745e-13 9.301975403582461999e-01
1.787878787878787670e-07 6.641414141414141551e-13 9.170383081940092218e-01
1.787878787878787670e-07 6.737373737373737357e-13 9.036757578137106783e-01
1.787878787878787670e-07 6.833333333333333162e-13 8.912642550541939324e-01
1.787878787878787670e-07 6.929292929292928968e-13 8.789160140068039695e-01
1.787878787878787670e-07 7.025252525252525783e-13 8.663272192126987292e-01
1.787878787878787670e-07 7.121212121212121589e-13 8.549836092890108485e-01
1.787878787878787670e-07 7.217171717171717395e-13 8.437567602957314339e-01
1.787878787878787670e-07 7.313131313131313200e-13 8.326909368257908728e-01
1.787878787878787670e-07 7.409090909090909006e-13 8.217923355739343849e-01
1.787878787878787670e-07 7.505050505050504812e-13 8.110351807271196645e-01
1.787878787878787670e-07 7.601010101010101627e-13 8.013099018859161093e-01
1.787878787878787670e-07 7.696969696969697433e-13 7.913744385267167392e-01
1.787878787878787670e-07 7.792929292929293239e-13 7.811461864010957878e-01
1.787878787878787670e-07 7.888888888888889044e-13 7.721754195905237150e-01
1.787878787878787670e-07 7.984848484848484850e-13 7.622664466123646454e-01
1.787878787878787670e-07 8.080808080808080656e-13 7.532391073786492974e-01
1.787878787878787670e-07 8.176767676767676461e-13 7.443253415315426169e-01
1.787878787878787670e-07 8.272727272727273277e-13 7.362808425831190995e-01
1.787878787878787670e-07 8.368686868686869083e-13 7.276702243744564980e-01
1.787878787878787670e-07 8.464646464646464888e-13 7.189169555228338560e-01
1.787878787878787670e-07 8.560606060606060694e-13 7.114944221561594340e-01
1.787878787878787670e-07 8.656565656565656500e-13 7.032399005534674119e-01
1.787878787878787670e-07 8.752525252525252305e-13 6.957623579180416407e-01
1.787878787878787670e-07 8.848484848484849121e-13 6.882170978444528409e-01
1.787878787878787670e-07 8.944444444444444926e-13 6.804978486059487519e-01
1.787878787878787670e-07 9.040404040404040732e-13 6.733393467597130755e-01
1.787878787878787670e-07 9.136363636363636538e-13 6.662683465634210433e-01
1.787878787878787670e-07 9.232323232323233353e-13 6.598080049076754383e-01
1.787878787878787670e-07 9.328282828282828149e-13 6.530439845986388825e-01
1.787878787878787670e-07 9.424242424242424965e-13 6.463027664830863772e-01
1.787878787878787670e-07 9.520202020202021780e-13 6.394730921286163605e-01
1.787878787878787670e-07 9.616161616161616576e-13 6.330809792842192474e-01
1.787878787878787670e-07 9.712121212121213392e-13 6.271450168578585060e-01
1.787878787878787670e-07 9.808080808080808187e-13 6.211533094781206410e-01
1.787878787878787670e-07 9.904040404040405003e-13 6.150049930083283378e-01
1.787878787878787670e-07 9.999999999999999799e-13 6.092374558098565540e-01

2.181818181818181792e-07 5.000000000000000152e-14 5.693505612874515975e+01
2.181818181818181792e-07 5.959595959595959471e-14 2.333661719547930957e+01
2.181818181818181792e-07 6.919191919191920052e-14 1.742478441268524492e+01
2.181818181818181792e-07 7.878787878787879371e-14 1.301830926713722647e+01
2.181818181818181792e-07 8.838383838383838691e-14 1.098046039939706375e+01
2.181818181818181792e-07 9.797979797979798010e-14 9.354241776475198833e+00
2.181818181818181792e-07 1.075757575757575859e-13 8.193827462137177164e+00
2.181818181818181792e-07 1.171717171717171791e-13 7.301853510810747849e+00
2.181818181818181792e-07 1.267676767676767849e-13 6.597349582944343815e+00
2.181818181818181792e-07 1.363636363636363655e-13 6.027221839875379850e+00
2.181818181818181792e-07 1.459595959595959461e-13 5.552372095390597728e+00
2.181818181818181792e-07 1.555555555555555771e-13 5.151406679787818632e+00
2.181818181818181792e-07 1.651515151515151577e-13 4.807496898546711250e+00
2.181818181818181792e-07 1.747474747474747382e-13 4.508226867473409172e+00
2.181818181818181792e-07 1.843434343434343693e-13 4.244601018567599304e+00
2.181818181818181792e-07 1.939393939393939499e-13 4.012715741944826497e+00
2.181818181818181792e-07 2.035353535353535304e-13 3.804483510122306900e+00
2.181818181818181792e-07 2.131313131313131615e-13 3.618168235670488730e+00
2.181818181818181792e-07 2.227272727272727421e-13 3.449175032396230467e+00
2.181818181818181792e-07 2.323232323232323226e-13 3.295623735187438008e+00
2.181818181818181792e-07 2.419191919191919032e-13 3.157571479522784497e+00
2.181818181818181792e-07 2.515151515151515343e-13 3.029261961928194857e+00
2.181818181818181792e-07 2.611111111111111148e-13 2.910798235900040165e+00
2.181818181818181792e-07 2.707070707070706954e-13 2.801481417921353412e+00
2.181818181818181792e-07 2.803030303030303265e-13 2.701336172936837254e+00
2.181818181818181792e-07 2.898989898989899070e-13 2.606751968534632535e+00
2.181818181818181792e-07 2.994949494949494876e-13 2.519651781798604606e+00
2.181818181818181792e-07 3.090909090909090682e-13 2.437921604815180832e+00
2.181818181818181792e-07 3.186868686868686992e-13 2.361712019236558380e+00
2.181818181818181792e-07 3.282828282828282798e-13 2.289379205700738495e+00
2.181818181818181792e-07 3.378787878787878604e-13 2.222504649088187456e+00
2.181818181818181792e-07 3.474747474747474914e-13 2.159441384577737821e+00
2.181818181818181792e-07 3.570707070707070720e-13 2.099063701427966500e+00
2.181818181818181792e-07 3.666666666666666526e-13 2.043040910897580886e+00
2.181818181818181792e-07 3.762626262626262836e-13 1.988775944116605521e+00
2.181818181818181792e-07 3.858585858585858642e-13 1.937348821700771273e+00
2.181818181818181792e-07 3.954545454545454448e-13 1.888776398987151550e+00
2.181818181818181792e-07 4.050505050505050758e-13 1.842690738523180105e+00
2.181818181818181792e-07 4.146464646464646564e-13 1.800010816036289096e+00
2.181818181818181792e-07 4.242424242424242370e-13 1.757441555066160177e+00
2.181818181818181792e-07 4.338383838383838175e-13 1.717170247384260495e+00
2.181818181818181792e-07 4.434343434343434486e-13 1.679961113180935550e+00
2.181818181818181792e-07 4.530303030303030291e-13 1.644624483330139775e+00
2.181818181818181792e-07 4.626262626262626602e-13 1.609208704070451468e+00
2.181818181818181792e-07 4.722222222222222408e-13 1.577597047471630543e+00
2.181818181818181792e-07 4.818181818181818213e-13 1.545259246363059003e+00
2.181818181818181792e-07 4.914141414141414019e-13 1.515195792369766314e+00
2.181818181818181792e-07 5.010101010101010835e-13 1.486215367956123856e+00
2.181818181818181792e-07 5.106060606060606640e-13 1.457313980626620209e+00
2.181818181818181792e-07 5.202020202020202446e-13 1.429917413527268311e+00
2.181818181818181792e-07 5.297979797979798252e-13 1.403629071647412019e+00
2.181818181818181792e-07 5.393939393939394057e-13 1.379292345896405036e+00
2.181818181818181792e-07 5.489898989898989863e-13 1.354076102344355270e+00
2.181818181818181792e-07 5.585858585858585669e-13 1.331587874309344111e+00
2.181818181818181792e-07 5.681818181818181474e-13 1.308299634277596324e+00
2.181818181818181792e-07 5.777777777777778290e-13 1.287530645339191482e+00
2.181818181818181792e-07 5.873737373737374096e-13 1.265163555676005025e+00
2.181818181818181792e-07 5.969696969696969901e-13 1.246090175915350429e+00
2.181818181818181792e-07 6.065656565656565707e-13 1.226368926291845796e+00
2.181818181818181792e-07 6.161616161616161513e-13 1.205973889544407651e+00
2.181818181818181792e-07 6.257575757575757318e-13 1.187707515547117954e+00
2.181818181818181792e-07 6.353535353535354134e-13 1.170044706866003148e+00
2.181818181818181792e-07 6.449494949494949939e-13 1.152485847678544673e+00
2.181818181818181792e-07 6.545454545454545745e-13 1.135036472105874328e+00
2.181818181818181792e-07 6.641414141414141551e-13 1.119349452771589259e+00
2.181818181818181792e-07 6.737373737373737357e-13 1.103694495536501785e+00
2.181818181818181792e-07 6.833333333333333162e-13 1.088188644185983156e+00
2.181818181818181792e-07 6.929292929292928968e-13 1.072861046217231440e+00
2.181818181818181792e-07 7.025252525252525783e-13 1.057667790796558815e+00
2.181818181818181792e-07 7.121212121212121589e-13 1.043942463790341835e+00
2.181818181818181792e-07 7.217171717171717395e-13 1.029020637424886475e+00
2.181818181818181792e-07 7.313131313131313200e-13 1.015595154376211395e+00
2.181818181818181792e-07 7.409090909090909006e-13 1.002262578715253039e+00
2.181818181818181792e-07 7.505050505050504812e-13 9.903457528048258407e-01
2.181818181818181792e-07 7.601010101010101627e-13 9.773009862561337080e-01
2.181818181818181792e-07 7.696969696969697433e-13 9.655046033958770701e-01
2.181818181818181792e-07 7.792929292929293239e-13 9.538373123169174850e-01
2.181818181818181792e-07 7.888888888888889044e-13 9.411945405904386108e-01
2.181818181818181792e-07 7.984848484848484850e-13 9.309095053416986953e-01
2.181818181818181792e-07 8.080808080808080656e-13 9.196674565743265806e-01
2.181818181818181792e-07 8.176767676767676461e-13 9.084834457011785602e-01
2.181818181818181792e-07 8.272727272727273277e-13 8.984423464652582236e-01
2.181818181818181792e-07 8.368686868686869083e-13 8.875805046958004096e-01
2.181818181818181792e-07 8.464646464646464888e-13 8.777910204992834808e-01
2.181818181818181792e-07 8.560606060606060694e-13 8.680423902976884820e-01
2.181818181818181792e-07 8.656565656565656500e-13 8.584493322373345503e-01
2.181818181818181792e-07 8.752525252525252305e-13 8.489750942946421297e-01
